BLDG_A,,BLDG_B,BLDG_B,BLDG_C,BLDG_C,BLDG_D,BLDG_D,BLDG_E,BLDG_E,BLDG_F,BLDG_F,CENTRAL,CENTRAL
1527.669324,0,271.1156651,0,702.0122129,0,740.6856556,0,167.2736178,0,240.1004012,0,3648.856876,0
1642.805129,0,291.2079416,0,762.5627933,0,766.8671073,0,181.0172377,0,259.2271735,0,3903.687382,0
1414.3141,0,238.7483838,0,662.7060264,0,674.3032481,0,159.8311506,0,226.6416958,0,3376.544605,0
1176.498532,0,188.7854699,0,554.7018985,0,577.6016239,0,137.5152182,0,190.7439999,0,2825.846742,0
1059.781229,0,166.324821,0,502.6067389,0,531.0307574,0,128.0998143,0,173.596406,0,2561.439767,0
991.9185255,0,152.4880542,0,471.6019059,0,511.7655307,0,122.91745,0,164.143566,0,2414.835032,0
903.9011423,0,136.3272925,0,432.91293,0,476.8327664,0,116.0967384,0,151.2732027,0,2217.344072,0
804.4638035,0,117.9735128,0,386.9577833,0,434.934715,0,107.5061883,0,135.4926146,0,1987.328617,0
693.4370207,0,96.15870214,0,337.4002626,0,393.0434823,0,98.02225391,0,119.0484441,0,1737.110166,0
517.2098814,0,58.59109734,0,259.2089932,0,329.0508265,0,82.27571505,0,93.62291584,0,1339.959429,0
341.2025517,0,17.28096924,0,186.8248877,0,281.1725429,0,68.49537542,0,72.5134949,0,967.4898217,0
502.6655264,0,55.59359888,0,249.1560318,0,373.9882173,0,77.19578103,0,95.4165422,0,1354.015698,0
631.6989702,0,86.92932517,0,303.4115388,0,418.3639037,0,86.88217433,0,112.9351701,0,1640.221082,0
807.9197016,0,126.2891719,0,385.3715013,0,500.1535939,0,105.3803831,0,141.5978872,0,2066.712239,0
791.8018358,0,122.3471612,0,379.7394717,0,496.1078619,0,103.7688714,0,140.1841817,0,2033.949384,0
820.99319,0,131.5070731,0,386.3580429,0,488.4161336,0,104.7064875,0,139.8545816,0,2071.835509,0
935.9849546,0,158.8515723,0,433.9558517,0,524.7465479,0,115.2445552,0,154.3235676,0,2323.107049,0
1013.684711,0,177.9888357,0,464.8006797,0,544.7064882,0,121.9158045,0,163.0633185,0,2486.159838,0
1056.465721,0,187.6631384,0,483.9177928,0,561.4899504,0,126.0550444,0,169.3406568,0,2584.932304,0
1184.208328,0,215.5874932,0,541.172545,0,617.4197646,0,139.1870666,0,188.7940025,0,2886.3692,0
1210.153536,0,221.2869128,0,550.66394,0,624.4381187,0,141.1398904,0,191.3176918,0,2939.000089,0
1163.4317,0,210.7249904,0,528.2586379,0,601.1076792,0,135.5921812,0,183.1426004,0,2822.257789,0
1085.824336,0,192.2724064,0,496.1669811,0,574.5134401,0,127.9520689,0,173.0712764,0,2649.800509,0
905.6608096,0,151.5957056,0,420.7568357,0,505.7761823,0,110.72595,0,148.7902472,0,2243.30573,0
882.5385205,0,145.3644903,0,416.0258248,0,508.3305547,0,109.6963187,0,148.7381638,0,2210.693873,0
959.2048573,0,159.9931566,0,461.2916797,0,545.4652489,0,121.4708886,0,167.6077209,0,2415.033552,0
1046.227522,0,174.071355,0,498.7867783,0,592.7962352,0,133.0896519,0,179.9199291,0,2624.891471,0
1082.514418,0,176.8065709,0,513.2441209,0,613.0350623,0,136.4687564,0,184.3055176,0,2706.374446,0
1158.797294,0,189.5696021,0,546.6311312,0,648.6605294,0,143.4367736,0,195.4353032,0,2882.530633,0
1209.71286,0,198.3805761,0,566.7002205,0,666.2934782,0,147.1377012,0,201.3758704,0,2989.600707,0
1233.971062,0,201.7418923,0,576.5136883,0,674.4769397,0,148.3264047,0,204.2296622,0,3039.259649,0
1174.656772,0,188.1860094,0,547.0881985,0,641.5077008,0,140.8331037,0,193.2409245,0,2885.512709,0
1131.645322,0,177.9832046,0,527.3974765,0,622.4781651,0,135.9712601,0,186.4861963,0,2781.961625,0
1092.154699,0,165.8957232,0,516.4125882,0,625.6003202,0,133.5343582,0,185.3239118,0,2718.9216,0
880.2803764,0,114.1936916,0,430.2527008,0,563.8856912,0,114.6868964,0,159.8526055,0,2263.151962,0
956.8575136,0,133.3282579,0,457.2081844,0,597.1216329,0,114.9392909,0,167.8608732,0,2427.315753,0
1051.76017,0,156.9894772,0,498.2890563,0,634.4091246,0,122.2300472,0,180.6487106,0,2644.326586,0
1085.138856,0,166.2086959,0,512.6921104,0,645.0149215,0,125.6961872,0,184.8350072,0,2719.585779,0
1048.953338,0,158.9465181,0,497.035187,0,628.7620489,0,122.4753269,0,180.1565714,0,2636.32899,0
1060.931707,0,164.7428545,0,497.9615919,0,617.2027113,0,122.7055419,0,178.9335286,0,2642.477935,0
1074.089716,0,171.0250002,0,498.9077495,0,605.1192267,0,123.0275309,0,177.4550039,0,2649.624227,0
1121.608849,0,185.0758934,0,516.4575758,0,608.1646384,0,127.2567787,0,181.5181986,0,2740.081934,0
1108.354208,0,184.667368,0,508.5895482,0,593.3965349,0,125.9249914,0,177.9639042,0,2698.896554,0
1100.192292,0,185.3567888,0,505.9696685,0,586.6625779,0,126.0539799,0,176.875661,0,2681.110968,0
980.3839347,0,161.3393711,0,453.8567704,0,532.5346972,0,114.7035162,0,159.1783222,0,2401.996612,0
942.7192809,0,153.4537565,0,444.9801682,0,530.0705615,0,113.2714074,0,158.4088162,0,2342.903991,0
962.7189199,0,159.2898318,0,457.3033727,0,544.7547424,0,117.3967803,0,163.9395971,0,2405.403244,0
1005.95778,0,174.8620602,0,484.5327658,0,515.984192,0,126.8902501,0,170.232374,0,2478.459423,0
1019.571136,0,179.9035334,0,487.4366115,0,516.4063592,0,128.4545396,0,170.4177511,0,2502.189931,0
999.5330192,0,181.7302419,0,491.9117644,0,481.2132955,0,132.7986925,0,171.2655299,0,2458.452543,0
963.2641143,0,172.1041489,0,475.6523787,0,475.7012108,0,133.3444867,0,165.355186,0,2385.421525,0
911.5694833,0,160.0708036,0,450.6483264,0,455.9338606,0,129.35247,0,156.3372186,0,2263.912163,0
882.064173,0,152.4465396,0,437.0469624,0,447.2247403,0,126.9332221,0,151.7003794,0,2197.416017,0
820.4221762,0,136.0031094,0,404.1803056,0,429.5117556,0,119.0478575,0,140.7514654,0,2049.91667,0
794.4501612,0,133.2929382,0,394.7209801,0,409.5844824,0,117.7725488,0,136.4503737,0,1986.271484,0
740.0526006,0,122.2094357,0,366.7618454,0,384.6860059,0,111.6913242,0,126.2311577,0,1851.632369,0
659.8849886,0,104.8443412,0,329.1229367,0,353.4405592,0,103.3415598,0,113.4881664,0,1664.122552,0
517.6005163,0,72.27371181,0,267.0314744,0,304.8888414,0,89.78006097,0,93.772476,0,1345.347081,0
396.7135587,0,36.96193141,0,216.7473596,0,287.5677932,0,78.50179173,0,81.73628417,0,1098.228719,0
591.5848616,0,83.69449696,0,293.4789022,0,363.4298992,0,90.52010849,0,106.0631753,0,1528.771444,0
800.2099644,0,133.140638,0,377.0176053,0,425.6269757,0,105.9018924,0,131.4279923,0,1973.325068,0
888.618185,0,153.9751238,0,411.6966535,0,455.0989954,0,112.9888149,0,141.819439,0,2164.197212,0
878.7517472,0,151.1271967,0,407.737225,0,453.8674205,0,111.4959012,0,140.7874027,0,2143.766893,0
1004.532499,0,176.7372905,0,457.3162835,0,534.7448163,0,120.9310983,0,159.5544747,0,2453.816462,0
1148.631003,0,211.3550499,0,514.4412076,0,576.6553002,0,133.7785434,0,176.2515468,0,2761.112651,0
1413.076371,0,271.2634526,0,625.1245063,0,675.8645237,0,159.0477366,0,211.6520281,0,3356.028619,0
1456.169119,0,280.6082481,0,644.8416955,0,694.0316632,0,163.199888,0,218.0231569,0,3456.873771,0
1408.876295,0,270.0217507,0,623.5515365,0,671.9861695,0,157.8542472,0,210.4558065,0,3342.745805,0
1488.44981,0,288.0364731,0,656.3921596,0,700.699908,0,165.5530339,0,221.0969866,0,3520.228371,0
1605.574343,0,314.0449515,0,705.9070902,0,746.8104399,0,177.294721,0,237.6344651,0,3787.266011,0
1606.57133,0,312.0382962,0,709.8819041,0,758.9795539,0,178.2449161,0,241.0331068,0,3806.749107,0
1458.646235,0,280.7101082,0,657.6220216,0,671.3053723,0,167.5205166,0,222.5217847,0,3458.326038,0
1344.717815,0,252.8075662,0,616.5463085,0,640.635987,0,157.1621119,0,211.1881748,0,3223.057963,0
1159.225809,0,217.0572715,0,556.6372287,0,537.5355704,0,142.5974422,0,189.1229022,0,2802.176224,0
1015.622753,0,184.9553448,0,491.0845937,0,481.6268367,0,130.4991424,0,167.6200979,0,2471.408768,0
886.4682085,0,155.8969487,0,431.4969184,0,435.2027025,0,119.4799792,0,147.2467677,0,2175.791525,0
794.1648906,0,133.7870246,0,389.8202494,0,405.5640215,0,112.0657136,0,133.224258,0,1968.626158,0
747.4403541,0,119.4750165,0,366.9511379,0,401.4002127,0,108.0323365,0,126.12596,0,1869.425018,0
695.9897466,0,111.3523821,0,344.4390541,0,371.1174798,0,105.0315189,0,116.5490275,0,1744.479209,0
674.0598811,0,107.2867071,0,333.4776734,0,361.8818289,0,103.9084116,0,111.9108422,0,1692.525344,0
628.5250827,0,96.95729405,0,312.1203279,0,345.1612336,0,100.1031136,0,104.575852,0,1587.442904,0
558.1736683,0,79.9201188,0,283.7545869,0,325.7651997,0,94.82329419,0,96.54569731,0,1438.982565,0
446.0531006,0,46.14247633,0,235.4485344,0,312.568587,0,83.93199317,0,85.29235073,0,1209.437042,0
579.5159544,0,78.35253695,0,289.3556399,0,369.7729135,0,90.2608665,0,103.7444142,0,1511.002325,0
713.7362387,0,109.9662597,0,348.3020878,0,411.6965573,0,98.88396441,0,123.3284813,0,1805.913589,0
796.3627569,0,128.467654,0,385.0727373,0,443.0508165,0,105.3114953,0,135.7165169,0,1993.981977,0
845.5556264,0,132.3157827,0,405.7168267,0,468.5458891,0,106.6422067,0,142.5791508,0,2101.355482,0
1021.338491,0,163.8401065,0,467.1311055,0,566.7271345,0,116.0071964,0,163.1881803,0,2498.232214,0
1235.485424,0,210.1113094,0,553.2885997,0,638.7040408,0,133.796438,0,188.9838279,0,2960.36964,0
1443.409059,0,253.9522376,0,645.3778636,0,730.523761,0,153.5428672,0,219.9812995,0,3446.787087,0
1518.007387,0,271.0899524,0,679.5418667,0,763.7145464,0,161.5314228,0,232.4261128,0,3626.311289,0
1544.472108,0,277.5521746,0,692.3790451,0,776.0515021,0,164.6163312,0,237.4916601,0,3692.562821,0
1496.748346,0,265.5393369,0,668.8582927,0,752.2533802,0,158.2102577,0,229.2988986,0,3570.908512,0
1521.866001,0,269.6178131,0,681.8984039,0,767.3450069,0,160.6580927,0,234.5636759,0,3635.948993,0
1490.76124,0,263.7208523,0,668.6590491,0,753.6381742,0,158.2609692,0,230.4603929,0,3565.500678,0
1389.91544,0,247.3162534,0,629.7778115,0,663.9286121,0,151.9438218,0,213.644765,0,3296.526703,0
1406.715627,0,252.3926477,0,640.8146879,0,672.9640913,0,155.373665,0,217.9515656,0,3346.212284,0
1355.057157,0,244.8574818,0,635.0248502,0,613.4119862,0,155.6222693,0,213.3692554,0,3217.343,0
1241.153181,0,217.0258743,0,583.0155458,0,567.1031762,0,145.9749432,0,196.4783842,0,2950.751105,0
1151.569724,0,194.1697422,0,541.3501652,0,534.425869,0,137.0390836,0,182.4044207,0,2740.959005,0
1092.008167,0,179.9055559,0,515.7103099,0,514.968197,0,131.7763723,0,174.262589,0,2608.631191,0
1211.515897,0,201.9331055,0,575.1817313,0,584.5868439,0,145.6338449,0,196.9225493,0,2915.773972,0
1275.781658,0,219.3307496,0,610.2385732,0,605.9214816,0,155.3299222,0,208.5635408,0,3075.165926,0
1251.255856,0,216.8778574,0,598.848037,0,593.095694,0,154.3389265,0,204.4812951,0,3018.897666,0
1146.471055,0,195.6087597,0,549.5394553,0,550.0076797,0,144.3636917,0,187.6290057,0,2773.619647,0
1001.443676,0,160.4371084,0,486.8077366,0,502.0818046,0,130.2519106,0,167.6697954,0,2448.692032,0
822.5450972,0,109.8207424,0,409.5047094,0,472.3736233,0,112.2779418,0,146.8111351,0,2073.333249,0
892.5905702,0,129.1765296,0,430.9098505,0,503.5237895,0,112.0605147,0,152.8837232,0,2221.144978,0
1020.257744,0,162.5217532,0,484.4910979,0,547.6070453,0,123.1394893,0,169.4125117,0,2507.429642,0
1072.55328,0,176.9728876,0,506.3521124,0,563.5054303,0,128.5607516,0,175.857442,0,2623.801904,0
1092.125617,0,181.876435,0,517.3294608,0,573.2941517,0,131.4860088,0,180.085932,0,2676.197605,0
1179.956189,0,199.385771,0,546.8654225,0,649.2416499,0,136.5973757,0,192.8051187,0,2904.851527,0
1297.985792,0,228.1387432,0,594.3734376,0,684.5448505,0,147.5295877,0,207.1024991,0,3159.67491,0
1357.700727,0,243.0049204,0,614.7334702,0,696.8801136,0,151.8186143,0,212.3696879,0,3276.507533,0
1368.74599,0,246.6740377,0,616.6443835,0,694.0310784,0,152.2574591,0,212.2643389,0,3290.617287,0
1404.072775,0,254.3074152,0,633.9014299,0,712.7059246,0,156.195814,0,218.8461062,0,3380.029465,0
1492.059287,0,272.1951209,0,678.4307453,0,763.3087191,0,166.2948641,0,235.7856133,0,3608.07435,0
1580.148543,0,291.6000939,0,716.2558471,0,799.4340676,0,175.0889497,0,248.4438194,0,3810.971321,0
1618.665441,0,299.0846446,0,732.3595153,0,817.527809,0,178.7899676,0,254.0557709,0,3900.483148,0
1673.84134,0,313.2888437,0,772.2270115,0,795.7405761,0,189.8144301,0,264.9423019,0,4009.854503,0
2042.889885,0,389.2821408,0,947.0647761,0,961.8915454,0,229.2450991,0,325.9230275,0,4896.296474,0
1976.783567,0,376.4721013,0,923.4951555,0,886.8119147,0,222.621074,0,312.374483,0,4698.558295,0
1683.570153,0,309.8361241,0,784.4526895,0,758.2183648,0,191.6224355,0,264.6804745,0,3992.380242,0
1635.063816,0,296.5053403,0,770.3363236,0,752.2356333,0,189.7264658,0,261.98553,0,3905.853109,0
1682.838754,0,305.852297,0,797.3791283,0,781.9524538,0,197.1864843,0,272.5429526,0,4037.75207,0
1672.97378,0,301.9640044,0,787.8547768,0,784.6857427,0,195.3843992,0,269.5544325,0,4012.417135,0
1714.453864,0,315.0910757,0,806.1138393,0,789.2009227,0,201.1906582,0,273.9643716,0,4100.014731,0
1749.822706,0,323.6824255,0,819.6578605,0,800.4308182,0,205.0183185,0,277.6642415,0,4176.276371,0
1615.280602,0,294.5283819,0,751.8188444,0,739.6846438,0,189.482289,0,253.3470355,0,3844.141797,0
1409.803515,0,248.7243485,0,655.3005336,0,656.5533675,0,167.633427,0,220.548941,0,3358.564132,0
1158.494229,0,183.7963732,0,541.5655866,0,591.9924205,0,141.2810677,0,186.6755913,0,2803.805268,0
1236.844734,0,203.222856,0,567.9751125,0,635.696375,0,141.8934416,0,194.786955,0,2980.419474,0
1401.778365,0,243.1645611,0,640.4662204,0,701.3338774,0,157.3345472,0,217.8260956,0,3361.903667,0
1475.340156,0,260.197318,0,675.7831136,0,734.7954403,0,165.6489709,0,231.3550819,0,3543.120081,0
1534.192708,0,272.1345878,0,709.020265,0,766.8193675,0,173.2015308,0,245.0662033,0,3700.434662,0
1647.180542,0,291.5320039,0,757.1013545,0,881.7887345,0,181.4338028,0,267.4532883,0,4026.489726,0
1715.117217,0,308.3145039,0,786.9785034,0,901.4375097,0,187.7513209,0,276.6846611,0,4176.283716,0
1828.585994,0,334.4640313,0,834.6447204,0,941.078675,0,198.2623223,0,291.8143733,0,4428.850116,0
1940.410547,0,358.4449174,0,887.7270253,0,994.1165285,0,210.3381151,0,310.5579029,0,4701.595036,0
1968.827596,0,364.6292566,0,900.424301,0,1004.811636,0,213.1550949,0,314.7140329,0,4766.561917,0
2003.015965,0,371.4379618,0,917.4876894,0,1022.780715,0,216.9112102,0,320.9394093,0,4852.572951,0
2203.995438,0,414.1100281,0,1010.597633,0,1118.880747,0,238.4033495,0,353.6297125,0,5339.616907,0
2379.079864,0,450.6811047,0,1089.566824,0,1201.121669,0,256.5729126,0,380.9171556,0,5757.93953,0
2428.644665,0,467.7398669,0,1121.985538,0,1127.40446,0,266.6591242,0,384.1973115,0,5796.630966,0
2390.375789,0,457.0209715,0,1103.090707,0,1112.540732,0,260.9320727,0,377.1683462,0,5701.128618,0
2312.545785,0,441.7692695,0,1074.056327,0,1037.528186,0,254.6316328,0,363.2469609,0,5483.778161,0
2265.8275,0,427.4656561,0,1056.810387,0,1017.879512,0,250.9845863,0,357.1314086,0,5376.09905,0
2089.829415,0,387.9878961,0,976.396035,0,948.1809037,0,233.3046388,0,330.8767431,0,4966.575632,0
2073.322113,0,382.7846023,0,973.4371585,0,951.0253238,0,233.5396789,0,331.3370845,0,4945.445961,0
2054.137738,0,375.6036323,0,964.001331,0,955.6169607,0,231.7006631,0,329.4196385,0,4910.479964,0
1902.444324,0,345.8141482,0,897.8560692,0,883.9457575,0,217.7711061,0,306.04784,0,4553.879245,0
1804.982378,0,326.0903889,0,854.6815401,0,842.132036,0,208.9663332,0,291.2370292,0,4328.089705,0
1660.897071,0,296.2775585,0,786.5732419,0,779.6832925,0,194.6992449,0,267.561996,0,3985.692404,0
1547.916419,0,271.9240477,0,736.0852253,0,738.6848076,0,185.1636186,0,251.1538943,0,3730.928013,0
1384.000835,0,227.5718584,0,660.9680103,0,709.3790956,0,169.1052733,0,230.2108195,0,3381.235892,0
1413.151169,0,237.9516858,0,657.5778773,0,724.2577541,0,163.3915135,0,227.036402,0,3423.366402,0
1521.262492,0,266.6340806,0,696.7099996,0,756.7547583,0,170.9998982,0,237.5584867,0,3649.919715,0
1624.45093,0,291.5751385,0,738.063949,0,792.7660397,0,180.6446078,0,250.9069633,0,3878.407628,0
1665.15616,0,300.300903,0,757.0745044,0,811.3161597,0,184.790139,0,258.7726924,0,3977.410559,0
1853.026778,0,336.4071376,0,837.0033288,0,954.9815645,0,200.0771787,0,291.4699053,0,4472.965893,0
1997.840902,0,369.7671777,0,900.3259145,0,1006.869718,0,213.5562923,0,311.6494885,0,4800.009493,0
2134.421738,0,399.5970486,0,956.8506828,0,1057.027808,0,225.1200583,0,329.5346209,0,5102.551957,0
2183.813936,0,410.1911407,0,976.9558758,0,1071.345587,0,228.8456484,0,335.4398777,0,5206.592065,0
2277.431316,0,429.1736138,0,1019.771199,0,1113.407587,0,237.8874704,0,350.1717751,0,5427.842961,0
2424.611095,0,458.8251697,0,1088.976918,0,1185.770788,0,252.9987852,0,374.7173502,0,5785.900106,0
2490.8263,0,471.2094091,0,1118.520711,0,1215.563259,0,258.9203105,0,384.7624934,0,5939.802483,0
2500.948693,0,470.74597,0,1123.08973,0,1222.904833,0,259.1868375,0,386.5389844,0,5963.415048,0
2410.43301,0,455.6898844,0,1095.101105,0,1109.935062,0,254.7596161,0,371.3058376,0,5697.224515,0
2367.588159,0,443.5322159,0,1079.233817,0,1098.860625,0,249.9379046,0,366.5602241,0,5605.712946,0
2181.373122,0,405.0404986,0,995.3160438,0,999.7122122,0,231.4039477,0,336.8001802,0,5149.646005,0
2077.128054,0,378.5826532,0,951.8485237,0,954.321373,0,221.845585,0,320.2582034,0,4903.984392,0
1957.041328,0,351.8368644,0,905.8649819,0,915.6680056,0,212.6492599,0,306.9302537,0,4649.990694,0
1815.744962,0,320.5362436,0,844.5925409,0,863.6175108,0,200.3656316,0,288.1330089,0,4332.989898,0
1627.148291,0,277.833548,0,757.7339321,0,792.9838398,0,181.7423126,0,259.8262631,0,3897.268186,0
1445.055174,0,240.3868539,0,674.2344723,0,713.3872067,0,164.4686634,0,231.1719249,0,3468.704295,0
1346.506397,0,221.6437784,0,630.693364,0,670.3049665,0,156.6780381,0,216.3513878,0,3242.177932,0
1257.40292,0,204.2211933,0,592.37444,0,635.3625487,0,150.2594515,0,203.7503422,0,3043.370896,0
1139.130018,0,179.4124296,0,540.7782101,0,594.0662401,0,141.1938747,0,187.3420894,0,2781.922862,0
949.6448616,0,136.0496425,0,459.3704529,0,537.5446088,0,125.5655972,0,162.8363739,0,2371.011537,0
1124.717275,0,175.9682401,0,522.2587296,0,661.6596262,0,134.0197844,0,187.2663283,0,2805.889984,0
1256.407195,0,209.9297235,0,569.9273829,0,696.1362393,0,142.7942904,0,200.68342,0,3075.878251,0
1345.065301,0,232.1650086,0,603.5400769,0,719.7061712,0,150.0892824,0,210.1638146,0,3260.729655,0
1375.851502,0,238.8778614,0,617.2943341,0,732.8197638,0,152.8103018,0,214.5409994,0,3332.194762,0
1488.143579,0,265.1848806,0,664.5371668,0,770.6577087,0,162.9266178,0,229.3028964,0,3580.75285,0
1595.580769,0,289.8582439,0,710.6732428,0,810.3367032,0,172.9375358,0,244.8836405,0,3824.270136,0
1656.523876,0,305.1132247,0,734.1016139,0,823.3082675,0,177.687676,0,251.7731723,0,3948.507831,0
1655.254696,0,306.0184305,0,731.0055316,0,813.6044974,0,176.6419301,0,249.9845754,0,3932.509661,0
1744.516904,0,325.676623,0,772.8649371,0,853.7530495,0,186.0907879,0,264.6050802,0,4147.507382,0
1749.364683,0,326.1881597,0,778.5302953,0,860.6392224,0,187.0028784,0,267.2119983,0,4168.937237,0
1716.273674,0,318.4676443,0,765.7519006,0,848.3276657,0,183.7059023,0,263.1705834,0,4095.69737,0
1641.604852,0,301.0180733,0,735.2435495,0,821.6296974,0,176.5692974,0,253.6300855,0,3929.695555,0
1479.433243,0,264.6638691,0,666.7654447,0,757.3343489,0,161.1370361,0,231.3501344,0,3560.684076,0
1392.359726,0,244.3000746,0,634.927201,0,733.3565962,0,153.7805384,0,222.3897826,0,3381.113918,0
1298.691847,0,219.7042382,0,601.3936401,0,681.4590823,0,145.3067679,0,210.6402139,0,3157.195789,0
1263.137708,0,210.4685581,0,596.575108,0,684.2465789,0,146.7477306,0,212.3649581,0,3113.540641,0
1078.590012,0,171.483878,0,512.1488387,0,607.4239736,0,130.6337445,0,183.8023589,0,2684.082805,0
962.6198596,0,147.5407291,0,457.9841157,0,558.4444977,0,121.1407672,0,164.8610779,0,2412.591047,0
952.3982762,0,146.292301,0,453.2966675,0,559.2365135,0,122.4760025,0,163.0140487,0,2396.713809,0
967.3505726,0,150.939387,0,459.2705423,0,568.2464395,0,125.7087274,0,164.3967013,0,2435.91237,0
980.8240981,0,155.6926172,0,462.4999531,0,570.6166542,0,127.91311,0,164.4519965,0,2461.998429,0
1021.053173,0,165.8524697,0,477.3990847,0,583.9801132,0,132.4121928,0,168.7692091,0,2549.466243,0
1115.376265,0,184.2328186,0,523.9348527,0,641.9221383,0,143.8283572,0,186.7002359,0,2795.994667,0
1086.255429,0,171.865615,0,519.2013751,0,661.245987,0,143.4243647,0,189.0790132,0,2771.071784,0
1371.232891,0,234.0367256,0,643.6516683,0,786.6646035,0,164.6966586,0,231.6184188,0,3431.900966,0
1571.780153,0,277.6530067,0,731.7234845,0,868.2083288,0,179.8421945,0,260.696694,0,3889.903861,0
1608.387338,0,284.9116901,0,745.3340961,0,879.3395957,0,181.0469154,0,264.1855043,0,3963.20514,0
1581.406217,0,277.2879486,0,732.4500692,0,868.0655676,0,176.9818237,0,259.3165605,0,3895.508187,0
1655.117545,0,294.5630273,0,760.1346855,0,885.8530758,0,182.4166048,0,266.9700412,0,4045.05498,0
1760.739112,0,318.5226198,0,804.1218114,0,922.7793726,0,191.9153062,0,281.4663586,0,4279.54458,0
1864.940656,0,342.9098675,0,849.2079474,0,957.6092556,0,201.7606031,0,296.0951287,0,4512.523458,0
1839.906211,0,338.2134969,0,835.2467345,0,937.8487985,0,198.1738613,0,290.6425031,0,4440.031605,0
1867.117646,0,344.2271958,0,847.5087498,0,947.9591092,0,200.7796356,0,294.8728184,0,4502.465155,0
1853.166408,0,341.6164534,0,840.2257792,0,937.2756806,0,198.958231,0,291.9213096,0,4463.163861,0
1839.757888,0,339.05546,0,833.4339678,0,927.9510176,0,197.3357523,0,289.2168904,0,4426.750976,0
1778.076926,0,325.3602063,0,805.5847565,0,900.6855988,0,191.03117,0,279.7333268,0,4280.471984,0
1631.977133,0,299.2030769,0,745.1854977,0,775.4290947,0,179.4849303,0,253.9891318,0,3885.268864,0
1574.441463,0,286.9178673,0,721.5262434,0,753.5736144,0,174.1774783,0,246.2882127,0,3756.924879,0
1488.138303,0,270.7057758,0,697.7892981,0,679.5022752,0,169.8063164,0,235.5939581,0,3541.535926,0
1355.995205,0,240.7760346,0,644.1010432,0,628.2692572,0,159.9574184,0,219.1471262,0,3248.246085,0
1260.473618,0,220.0092972,0,604.488899,0,596.6640825,0,153.6080985,0,207.0369982,0,3042.280994,0
1072.20394,0,179.4079702,0,519.8089312,0,523.4421373,0,135.9588111,0,178.8975107,0,2609.719301,0
849.470078,0,129.8874582,0,414.5661406,0,439.5668456,0,112.8037877,0,143.8213698,0,2090.11568,0
772.4710907,0,117.7208824,0,386.0078389,0,404.0558613,0,108.867781,0,134.024801,0,1923.148255,0
725.581139,0,108.7276578,0,367.8786996,0,394.0500835,0,106.8626173,0,128.6480993,0,1831.748296,0
614.8215287,0,85.54422787,0,319.5611111,0,357.134153,0,97.73394725,0,112.8162709,0,1587.611239,0
468.5203879,0,54.40034885,0,255.115372,0,305.8973875,0,85.49191232,0,91.97974546,0,1261.405154,0
316.3331501,0,16.27810744,0,190.5192138,0,270.4003636,0,72.83549211,0,75.06881362,0,941.4351407,0
559.4226836,0,74.92776416,0,286.7801995,0,366.8317958,0,90.70461534,0,106.1677771,0,1484.834836,0
909.6073455,0,155.2791588,0,437.7513819,0,492.1578738,0,122.446866,0,155.5879569,0,2272.830583,0
1083.35848,0,193.4219438,0,513.1098651,0,559.1401863,0,138.4598352,0,180.3186222,0,2667.808933,0
1118.017959,0,199.0091542,0,526.542065,0,573.3357113,0,140.0635598,0,184.3931094,0,2741.361559,0
1265.029437,0,225.5351586,0,583.7839083,0,686.8348601,0,149.5400956,0,207.0651034,0,3117.788563,0
1473.992019,0,271.0543788,0,674.27763,0,768.4939664,0,168.8158721,0,236.2116718,0,3592.845538,0
1666.648151,0,312.5988216,0,754.2550273,0,841.2646019,0,185.6283385,0,261.3131436,0,4021.708084,0
1757.934402,0,331.2029935,0,792.254495,0,876.5252822,0,193.1430371,0,272.7355382,0,4223.795748,0
1826.801332,0,345.2940191,0,818.3651168,0,899.4021972,0,198.2568466,0,280.2367822,0,4368.356294,0
1935.817259,0,368.4492432,0,861.1109852,0,939.2133233,0,207.6568103,0,294.0075726,0,4606.255194,0
1950.395869,0,368.3410912,0,872.0819704,0,958.9627419,0,208.9983094,0,299.7948196,0,4658.574802,0
1906.517682,0,355.1223182,0,859.5989594,0,957.8576075,0,205.0249452,0,298.1453006,0,4582.266812,0
1819.112469,0,339.947203,0,835.7858477,0,864.2772342,0,201.1740995,0,286.3991545,0,4346.696008,0
1745.539785,0,322.9345473,0,808.8411269,0,840.346924,0,194.2325895,0,278.2307154,0,4190.125688,0
1601.412447,0,294.7546339,0,758.0800031,0,739.8180559,0,183.1647403,0,257.9120546,0,3835.141935,0
1377.813426,0,245.6684625,0,660.4668151,0,648.0458539,0,163.5130628,0,226.3119714,0,3321.819592,0
1224.232178,0,212.412549,0,592.9829502,0,591.7255359,0,151.1656511,0,204.6760977,0,2977.194961,0
1053.139425,0,175.306262,0,515.0835571,0,525.0868701,0,135.6706692,0,178.6355131,0,2582.922297,0
948.0433219,0,150.7803526,0,465.5489727,0,492.8976618,0,125.8602084,0,162.5882651,0,2345.718782,0
844.5057487,0,132.6700047,0,422.376631,0,443.5570423,0,118.4724745,0,146.9157551,0,2108.497656,0
721.2913752,0,106.8517775,0,366.9117053,0,398.60055,0,107.3662003,0,127.7450615,0,1828.76667,0
580.2473176,0,77.6622019,0,301.8559109,0,343.6690121,0,94.14761394,0,105.2934756,0,1502.875532,0
356.8757911,0,29.05902635,0,200.7437574,0,261.1917492,0,72.97985023,0,71.73907125,0,992.5892455,0
